"Index","Leverage","Cooks_D","DFFITS","High_Leverage","High_Cooks","High_DFFITS"
2885,0.178284120410717,0.147752833496791,-1.33280760205352,TRUE,TRUE,TRUE
2886,0.064225072839742,0.0198196733598796,-0.487842182740434,TRUE,TRUE,TRUE
3611,0.00353563008468398,0.0180363251134683,0.468931747606841,FALSE,TRUE,TRUE
3616,0.00388504298891537,0.0154361711524409,0.433037156816481,FALSE,TRUE,TRUE
3610,0.00346751791399081,0.0150562575708328,0.42792686504899,FALSE,TRUE,TRUE
3612,0.0038775262746994,0.0148362806964448,0.424440286466062,FALSE,TRUE,TRUE
2782,0.0603846344947444,0.0142497962288415,0.413608616030696,TRUE,TRUE,TRUE
3617,0.00400852227829356,0.0138441956439143,0.409761456248798,FALSE,TRUE,TRUE
1091,0.0111990147076102,0.0136821696422117,-0.405917984088221,TRUE,TRUE,TRUE
1094,0.01081726004513,0.0135557577266874,-0.404058600890495,TRUE,TRUE,TRUE
1090,0.0110722581992512,0.0133632490752462,-0.401150089801229,TRUE,TRUE,TRUE
2783,0.0688796052312141,0.0132791352187474,0.399246641965536,TRUE,TRUE,TRUE
1092,0.0108648631560597,0.01298242254453,-0.395385513472982,TRUE,TRUE,TRUE
3618,0.00383483039231594,0.0129653394873635,0.396496666283432,FALSE,TRUE,TRUE
3614,0.00366994776347164,0.0127360126383778,0.393030504140331,FALSE,TRUE,TRUE
3613,0.00373425059422667,0.0127074649289887,0.392547696089846,FALSE,TRUE,TRUE
1093,0.0103395864238834,0.012411090783075,-0.386591221068724,TRUE,TRUE,TRUE
3609,0.00337758189978928,0.0117932995835088,0.378218303867899,FALSE,TRUE,TRUE
3602,0.00327868239226074,0.0117626280743689,0.377783861290678,FALSE,TRUE,TRUE
3604,0.00312379139303407,0.011509289302208,0.373751165066118,FALSE,TRUE,TRUE
3603,0.00307320472621909,0.0112966559350575,0.370277645630509,FALSE,TRUE,TRUE
3615,0.00382149307703079,0.0109100195263157,0.363411563642184,FALSE,TRUE,TRUE
3607,0.00310980343591229,0.01047178689806,0.356328306357713,FALSE,TRUE,TRUE
3608,0.00331680919409212,0.0104520705547883,0.355870424703951,FALSE,TRUE,TRUE
2775,0.0316856730818683,0.0103711512463751,0.352909909869308,TRUE,TRUE,TRUE
2776,0.0346583425325529,0.0100581736241388,0.3475239720755,TRUE,TRUE,TRUE
3606,0.00313304147234353,0.0100216207470574,0.348491956558005,FALSE,TRUE,TRUE
3619,0.00389969788738912,0.00994044445729752,0.346719866188976,FALSE,TRUE,TRUE
358,0.00362437420753536,0.00853884600633485,0.32125020250083,FALSE,TRUE,TRUE
3605,0.00315136013292861,0.00841976071464364,0.319162112215895,FALSE,TRUE,TRUE
2887,0.04248049114667,0.00835854068039792,-0.316758069730212,TRUE,TRUE,TRUE
2795,0.059722949872004,0.00822911630493044,-0.314267032015924,TRUE,TRUE,TRUE
3620,0.0036834354788107,0.0082015064373253,0.314776153708489,FALSE,TRUE,TRUE
224,0.0130960184297404,0.00816601366182113,-0.313299478628466,TRUE,TRUE,TRUE
2773,0.0341153362531221,0.00796204533863805,0.309171958282692,TRUE,TRUE,TRUE
2771,0.0303867791602127,0.00747089276939453,0.299490390268469,TRUE,TRUE,TRUE
3630,0.00335756358463427,0.00738091848880762,0.298601033520904,FALSE,TRUE,TRUE
2796,0.0627615911598228,0.00736715544444762,-0.29734372649664,TRUE,TRUE,TRUE
2794,0.0542450057736568,0.00736129351260086,-0.297233982087843,TRUE,TRUE,TRUE
2774,0.0281923238260426,0.00713125645678802,0.292607025408274,TRUE,TRUE,TRUE
2487,0.00663381165361673,0.00705566489165712,0.291424371490015,TRUE,TRUE,TRUE
2770,0.0270081335356529,0.00670521942337926,0.28373003202578,TRUE,TRUE,TRUE
3627,0.00315128694275052,0.00649486018681477,0.280044578705994,FALSE,TRUE,TRUE
3625,0.00316398577007678,0.00646696031475982,0.279434888684089,FALSE,TRUE,TRUE
3633,0.00347019348288765,0.00640855190954285,0.278083321178885,FALSE,TRUE,TRUE
2797,0.0515451607545239,0.00639963603705299,-0.277135264916194,TRUE,TRUE,TRUE
3629,0.00312686949883247,0.00603632529123897,0.269922520942063,FALSE,TRUE,TRUE
359,0.00299087468627165,0.00594907677191166,0.267989605509829,FALSE,TRUE,TRUE
2804,0.0325581339510717,0.00588518706801745,-0.265786759702741,TRUE,TRUE,TRUE
2805,0.0296918580336286,0.00587618541107726,-0.265590589186561,TRUE,TRUE,TRUE
2781,0.0557826259006675,0.00585933837884528,0.265170828113563,TRUE,TRUE,TRUE
3631,0.00340667282713037,0.00582942320712193,0.265164277493152,FALSE,TRUE,TRUE
2803,0.031953869168471,0.00579594412407728,-0.263764163923602,TRUE,TRUE,TRUE
3634,0.00360332737953087,0.00562758016998787,0.260471720676498,FALSE,TRUE,TRUE
3622,0.00351732919210213,0.00533835652809546,0.253672550397399,FALSE,TRUE,TRUE
2802,0.03266625007597,0.0052638863452513,-0.251358438369405,TRUE,TRUE,TRUE
2489,0.00563908944248492,0.00525841006080272,0.25153329543259,FALSE,TRUE,TRUE
3628,0.00312871283463756,0.00515410236167397,0.249307509676376,FALSE,TRUE,TRUE
480,0.0185075101998117,0.00508375015989392,-0.247064352189043,TRUE,TRUE,TRUE
225,0.0096860021450485,0.00503191361636213,-0.245896374032981,TRUE,TRUE,TRUE
3626,0.00320337641116082,0.00497681685946209,0.244946031964502,FALSE,TRUE,TRUE
3510,0.0204523030993102,0.00489616810902456,-0.242449972828313,TRUE,TRUE,TRUE
2800,0.0325262833821278,0.00488883468368468,-0.242234356795393,TRUE,TRUE,TRUE
3624,0.00309778382145319,0.00487511101755791,0.242438018022063,FALSE,TRUE,TRUE
222,0.012962555111921,0.00486383821364505,-0.241699901553833,TRUE,TRUE,TRUE
228,0.00839019510767237,0.00485286515781176,-0.241504421992485,TRUE,TRUE,TRUE
2801,0.0324923268009445,0.00484439260691272,-0.241130381620325,TRUE,TRUE,TRUE
3621,0.00338679861846568,0.00481169623055054,0.240797818564372,FALSE,TRUE,TRUE
2490,0.00578845429376191,0.00475650712276032,0.23918655740331,FALSE,TRUE,TRUE
3623,0.00331308035607469,0.00464041845345911,0.236465806840758,FALSE,TRUE,TRUE
903,0.00798188039362811,0.00460805719487676,-0.235333813302444,TRUE,TRUE,TRUE
909,0.00769322398483288,0.00459604838962215,-0.23503441993675,TRUE,TRUE,TRUE
911,0.00766971920515143,0.00455773706546469,-0.234051627237035,TRUE,TRUE,TRUE
2798,0.047415371730736,0.00440007434308476,-0.229786279007227,TRUE,TRUE,TRUE
3632,0.00303553381677236,0.00438269752176392,0.229821329451101,FALSE,TRUE,TRUE
2994,0.0126935849754633,0.00430965531419668,-0.227501430248863,TRUE,TRUE,TRUE
912,0.0074658677027918,0.00429203928397111,-0.227120220363601,TRUE,TRUE,TRUE
2400,0.00624969052301033,0.00426229850048291,0.226370198679833,FALSE,TRUE,TRUE
910,0.00740123534184187,0.00425557851344114,-0.226153518958951,TRUE,TRUE,TRUE
2488,0.0051705865131698,0.00423800847098224,0.225773273080011,FALSE,TRUE,TRUE
2399,0.00628634423112097,0.00423547048752057,0.225653733665614,TRUE,TRUE,TRUE
2993,0.0132341616846637,0.00422297813028458,-0.225194806707888,TRUE,TRUE,TRUE
902,0.00775016900107245,0.0041925820592964,-0.224461359204583,TRUE,TRUE,TRUE
2398,0.00647064369419387,0.00418706096134547,0.224351048782106,TRUE,TRUE,TRUE
2401,0.006315000133674,0.00416169610702823,0.223674683957721,TRUE,TRUE,TRUE
913,0.00737067474127441,0.00414099460915428,-0.223083498324906,TRUE,TRUE,TRUE
908,0.00744913803347888,0.00412495108115382,-0.222648103602776,TRUE,TRUE,TRUE
360,0.00246312131102831,0.00411922117471687,0.222886766345122,FALSE,TRUE,TRUE
1856,0.0216368889448887,0.00411680019952285,-0.222300690804255,TRUE,TRUE,TRUE
905,0.00736887254351753,0.0040495320697173,-0.220601872657213,TRUE,TRUE,TRUE
906,0.0073637550705703,0.00404946078547004,-0.220600060470339,TRUE,TRUE,TRUE
1945,0.0204122221781846,0.00400852865552585,0.219360115671184,TRUE,TRUE,TRUE
901,0.00772063931301547,0.00397320553090387,-0.218501002899293,TRUE,TRUE,TRUE
3509,0.0113132890041273,0.0039558904820166,-0.217967719731053,TRUE,TRUE,TRUE
2793,0.0358302076507747,0.00391544364480134,-0.216768499126008,TRUE,TRUE,TRUE
896,0.00855048180971041,0.00391457240767751,-0.216863392430366,TRUE,TRUE,TRUE
3508,0.0116512985564285,0.00390776573003899,-0.21663298226947,TRUE,TRUE,TRUE
3507,0.0132693567110914,0.003880793726602,-0.215869482256966,TRUE,TRUE,TRUE
907,0.00733143296167811,0.00385411406329425,-0.215205250949237,TRUE,TRUE,TRUE
2492,0.0057164478297474,0.00384986586842219,0.215136729194192,FALSE,TRUE,TRUE
227,0.00745630895983321,0.00382580869208814,-0.214409291231528,TRUE,TRUE,TRUE
904,0.00732157430448264,0.00382043749207168,-0.214261672335641,TRUE,TRUE,TRUE
